ID_,lat_x,long_y,Familia_,Ordem_
973,"-22,237","-42,020,111",Cichlidae,Peixe
974,"-22,517,778","-42,898,611",Cichlidae,Peixe
975,"-22,575,833","-42,560,833",Cichlidae,Peixe
976,"-22,533,333","-42,983,333",Cichlidae,Peixe
977,-22.7,-42.05,Cichlidae,Peixe
978,"-22,414,089","-42,907,742",Cichlidae,Peixe
979,"-22,415,303","-42,903,033",Cichlidae,Peixe
980,"-21,237,597","-42,122,608",Cichlidae,Peixe
981,"-21,230,022","-4,209,325",Cichlidae,Peixe
982,"-21,841,078","-42,576,703",Cichlidae,Peixe
983,"-22,590,469","-42,250,486",Cichlidae,Peixe
984,"-22,572,278","-43,034,608",Cichlidae,Peixe
985,"-22,433,333",-42.05,Cichlidae,Peixe
986,"-22,430,981","-42,039,306",Cichlidae,Peixe
987,"-21,577,167","-41,577,167",Cichlidae,Peixe
988,"-21,637,222","-41,757,694",Gobiidae,Peixe
989,"-21,637,222","-41,757,694",Gobiidae,Peixe
990,"-21,637,222","-41,757,694",Gobiidae,Peixe
991,"-21,637,222","-41,757,694",Gobiidae,Peixe
992,-21.63,"-42,034,528",Gobiidae,Peixe
993,-21.63,"-42,034,528",Gobiidae,Peixe
994,"-21,698,111","-42,238,944",Gobiidae,Peixe
995,"-21,698,111","-42,238,944",Gobiidae,Peixe
996,"-22,225,983","-4,197,545",Gobiidae,Peixe
997,"-22,292,317","-41,846,172",Gobiidae,Peixe
998,"-22,426,008","-42,174,189",Gobiidae,Peixe
999,"-22,426,008","-42,174,189",Gobiidae,Peixe
1000,"-22,3.972","-42,095,033",Gobiidae,Peixe
1001,"-22,540,639","-42,431,694",Gobiidae,Peixe
1002,"-21,715,194","-42,342,417",Gobiidae,Peixe
1003,"-21,717,389","-41,924,028",Gobiidae,Peixe
1004,"-21,717,389","-41,924,028",Gobiidae,Peixe
1005,-21.58,"-42,142,778",Gobiidae,Peixe
1006,"-21,634,694","-41,761,444",Gobiidae,Peixe
1007,"-21,634,694","-41,761,444",Gobiidae,Peixe
1008,-22.23.815,"-42,059,303",Gobiidae,Peixe
1009,"-22,237,278","-42,055,611",Gobiidae,Peixe
1010,"-22,233","-42,035,556",Gobiidae,Peixe
1011,"-22,237","-42,020,111",Gobiidae,Peixe
1012,-22.23.815,"-42,059,303",Gobiidae,Peixe
1013,"-22,233","-42,035,556",Gobiidae,Peixe
1014,"-21,634,444","-42,033,861",Gobiidae,Peixe
1015,"-21,634,444","-42,033,861",Gobiidae,Peixe
1016,"-21,634,694","-41,761,444",Gobiidae,Peixe
1017,"-21,634,694","-41,761,444",Gobiidae,Peixe
1018,"-21,748,528","-42,342,417",Gobiidae,Peixe
1019,"-21,748,528","-42,342,417",Gobiidae,Peixe
1020,"-21,717,389","-41,924,028",Gobiidae,Peixe
1021,"-21,717,389","-41,924,028",Gobiidae,Peixe
1022,"-21,717,389","-41,924,028",Gobiidae,Peixe
1023,"-21,717,389","-41,924,028",Gobiidae,Peixe
1024,-21.58,"-42,142,778",Gobiidae,Peixe
1025,-21.58,"-42,142,778",Gobiidae,Peixe
1026,-21.58,"-42,142,778",Gobiidae,Peixe
1027,"-22,582,925","-42,575,203",Gobiidae,Peixe
1028,"-22,600,556","-43,091,667",Gobiidae,Peixe
1029,"-21,219,167","-41,310,556",Gobiidae,Peixe
1030,"-21,634,444","-42,033,861",Gobiidae,Peixe
1031,"-21,715,194","-42,342,417",Gobiidae,Peixe
1032,"-22,559,139","-42,333,444",Gobiidae,Peixe
1033,"-22,232,233","-419,372",Gobiidae,Peixe
1034,"-21,748,528","-42,342,417",Hypopomidae,Peixe
1035,"-22,821,389","-43,170,833",Hypopomidae,Peixe
1036,"-21,800,031",-41.58.455,Clupeidae,Peixe
1037,-21.63,"-42,034,528",Characidae,Peixe
1038,"-219,071",-41.71.285,Characidae,Peixe
1039,"-21,709,717","-42,131,942",Characidae,Peixe
1040,"-22,091,433","-41,772,889",Characidae,Peixe
1041,"-22,073,611","-42,068,611",Characidae,Peixe
1042,-21.65,"-420,475",Characidae,Peixe
1043,"-22,558,333","-42,328,611",Characidae,Peixe
1044,"-21,634,694","-41,761,444",Characidae,Peixe
1045,"-21,634,444","-42,033,861",Characidae,Peixe
1046,"-21,634,444","-42,033,861",Characidae,Peixe
1047,"-22,559,139","-42,333,444",Characidae,Peixe
1048,"-223,325","-44,544,722",Characidae,Peixe
1049,"-22,242,778","-44,291,389",Characidae,Peixe
1050,"-21,937,778","-41,981,111",Characidae,Peixe
1051,-21.63,"-42,034,528",Characidae,Peixe
1052,-22.4.465,"-42,752,075",Characidae,Peixe
1053,"-21,838,611","-42,582,222",Characidae,Peixe
1054,"-21,853,611","-42,596,944",Characidae,Peixe
1055,"-22,503,889","-42,893,056",Characidae,Peixe
1056,"-2,304,075","-44,692,692",Characidae,Peixe
1057,"-23,215,278","-44,791,389",Characidae,Peixe
1058,"-21,717,389","-41,924,028",Characidae,Peixe
1059,"-22,544,722","-42,976,944",Characidae,Peixe
1060,"-22,583,056","-43,446,944",Characidae,Peixe
1061,"-22,584,167","-43,443,333",Characidae,Peixe
1062,"-22,579,444","-43,436,111",Characidae,Peixe
1063,"-22,579,167","-43,434,444",Characidae,Peixe
1064,"-22,596,667","-43,238,056",Characidae,Peixe
1065,"-22,604,167","-43,221,111",Characidae,Peixe
1066,-21.9.071,-41.71.285,Characidae,Peixe
1067,"-22,448,561","-42,983,517",Characidae,Peixe
1068,"-22,448,561","-42,983,517",Characidae,Peixe
1069,"-22,418,889","-42,621,667",Characidae,Peixe
1070,"-22,451,056","-426,485",Characidae,Peixe
1071,"-22,478,889","-42,657,222",Characidae,Peixe
1072,"-22,517,778","-42,898,611",Characidae,Peixe
1073,"-22,394,839","-42,573,647",Characidae,Peixe
1074,"-22,403,611","-42,588,956",Characidae,Peixe
1075,"-22,579,722","-43,420,833",Characidae,Peixe
1076,"-22,545,556","-43,301,389",Characidae,Peixe
1077,"-22,534,167","-43,038,611",Characidae,Peixe
1078,"-22,549,444","-43,303,889",Characidae,Peixe
1079,"-22,403,611","-42,588,956",Characidae,Peixe
1080,"-22,579,722","-43,420,833",Characidae,Peixe
1081,"-22,545,556","-43,301,389",Characidae,Peixe
1082,"-22,534,167","-43,038,611",Characidae,Peixe
1083,"-22,549,444","-43,303,889",Characidae,Peixe
1084,"-22,583,056","-43,446,944",Characidae,Peixe
1085,"-22,589,722","-43,433,333",Characidae,Peixe
1086,"-22,579,167","-43,434,167",Characidae,Peixe
1087,"-22,612,222","-43,418,056",Characidae,Peixe
1088,"-225,825","-434,375",Characidae,Peixe
1089,"-22,596,667","-43,238,056",Characidae,Peixe
1090,"-21,838,611","-42,582,222",Characidae,Peixe
1091,"-21,717,389","-41,924,028",Characidae,Peixe
1092,"-22,582,778","-42,574,722",Characidae,Peixe
1093,"-22,545,833","-42,465,278",Characidae,Peixe
1094,"-21,748,528","-42,342,417",Callichthyidae,Peixe
1095,"-21,717,389","-41,924,028",Callichthyidae,Peixe
1096,-21.58,"-42,142,778",Callichthyidae,Peixe
1097,"-22,582,925","-42,575,203",Callichthyidae,Peixe
1098,"-22,532,853","-42,981,261",Callichthyidae,Peixe
1099,"-22,172,717","-42,756,989",Callichthyidae,Peixe
1100,"-22,252,183",-42.88.525,Callichthyidae,Peixe
1101,"-22,724,694","-43,707,639",Callichthyidae,Peixe
1102,"-22,075","-42,669,444",Callichthyidae,Peixe
1103,"-22,458,333","-42,037,222",Centropomidae,Peixe
1104,"-225,099","-44,620,806",Centropomidae,Peixe
1105,"-22,532,436","-43,818,347",Centropomidae,Peixe
1106,"-22,748,208","-44,125,314",Centropomidae,Peixe
1107,"-21,715,194","-42,342,417",Centropomidae,Peixe
1108,"-21,634,694","-41,761,444",Centropomidae,Peixe
1109,"-21,634,694","-41,761,444",Centropomidae,Peixe
1110,"-22,589,442","-422,375",Centropomidae,Peixe
1111,"-22,588,017","-41,994,703",Centropomidae,Peixe
1112,"-22,588,017","-41,994,703",Centropomidae,Peixe
1113,"-23,207,108","-44,695,192",Characidae,Peixe
1114,"-21,634,444","-42,033,861",Characidae,Peixe
1115,"-21,715,194","-42,342,417",Characidae,Peixe
1116,"-23,207,108","-44,695,192",Crenuchidae,Peixe
1117,"-22,674,847","-43,000,489",Crenuchidae,Peixe
1118,"-22,510,019","-42,690,125",Crenuchidae,Peixe
1119,"-22,886,808","-42,601,525",Crenuchidae,Peixe
1120,"-20,908,397","-41,861,317",Crenuchidae,Peixe
1121,"-20,908,397","-41,861,317",Crenuchidae,Peixe
1122,"-21,793,222","-41,549,306",Crenuchidae,Peixe
1123,"-20,908,397","-41,861,317",Crenuchidae,Peixe
1124,"-20,908,397","-41,861,317",Crenuchidae,Peixe
1125,"-21,964,722","-41,836,131",Crenuchidae,Peixe
1126,"-21,964,722","-41,836,131",Crenuchidae,Peixe
1127,"-21,237,597","-42,122,608",Crenuchidae,Peixe
1128,"-21,237,597","-42,122,608",Crenuchidae,Peixe
1129,"-21,237,597","-42,122,608",Crenuchidae,Peixe
1130,"-21,230,022",-42.09.325,Crenuchidae,Peixe
1131,"-21,230,022",-42.09.325,Crenuchidae,Peixe
1132,"-21,235,994","-42,161,389",Crenuchidae,Peixe
1133,"-21,810,472","-41,633,306",Crenuchidae,Peixe
1134,"-21,810,472","-41,633,306",Crenuchidae,Peixe
1135,"-21,800,031",-41.58.455,Crenuchidae,Peixe
1136,"-22,382,819","-42,857,644",Crenuchidae,Peixe
1137,"-222,599","-41,897,617",Crenuchidae,Peixe
1138,"-219,071",-41.71.285,Crenuchidae,Peixe
1139,"-22,426,008","-42,174,189",Crenuchidae,Peixe
1140,"-22,426,008","-42,174,189",Crenuchidae,Peixe
1141,"-223,972","-42,095,033",Crenuchidae,Peixe
1142,"-22,540,639","-42,431,694",Crenuchidae,Peixe
1143,-22.23.815,"-42,059,303",Crenuchidae,Peixe
1144,"-22,233","-42,035,556",Crenuchidae,Peixe
1145,"-22,237","-42,020,111",Crenuchidae,Peixe
1146,"-22,237,278","-42,055,611",Crenuchidae,Peixe
1147,"-22,233","-42,035,556",Crenuchidae,Peixe
1148,"-23,041,389","-446,925",Crenuchidae,Peixe
1149,"-22,418,889","-42,574,722",Crenuchidae,Peixe
1150,"-22,582,778","-42,574,722",Crenuchidae,Peixe
1151,"-22,545,833","-42,465,278",Crenuchidae,Peixe
1152,"-22,458,333","-42,037,222",Crenuchidae,Peixe
1153,"-22,587,033","-42,604,708",Crenuchidae,Peixe
1154,"-22,559,139","-42,333,444",Crenuchidae,Peixe
1155,"-21,964,722","-41,836,131",Crenuchidae,Peixe
1156,"-21,266,044","-42,182,208",Crenuchidae,Peixe
1157,"-21,965,481","-41,904,497",Crenuchidae,Peixe
1158,"-219,071",-41.71.285,Crenuchidae,Peixe
1159,"-22,540,639","-42,431,694",Crenuchidae,Peixe
1160,"-22,822,778","-43,541,667",Crenuchidae,Peixe
1161,"-22,590,389",-43.43.325,Crenuchidae,Peixe
1162,-22.8.225,"-43,541,667",Crenuchidae,Peixe
1163,"-22,426,008","-42,174,189",Crenuchidae,Peixe
1164,"-22,426,008","-42,174,189",Crenuchidae,Peixe
1165,-22.3.972,"-42,095,033",Crenuchidae,Peixe
1166,"-22,540,639","-42,431,694",Crenuchidae,Peixe
1167,"-22,894,231","-42,794,094",Crenuchidae,Peixe
1168,"-22,894,231","-42,794,094",Crenuchidae,Peixe
1169,"-22,894,231","-42,794,094",Crenuchidae,Peixe
1170,"-23,035,944",-44.7,Crenuchidae,Peixe
1171,"-23,149,472","-44,731,972",Crenuchidae,Peixe
1172,"-22,382,822","-42,857,644",Crenuchidae,Peixe
1173,"-22,414,089","-42,907,742",Crenuchidae,Peixe
1174,"-22,415,303","-42,903,033",Crenuchidae,Peixe
1175,"-22,407,867","-42,871,447",Crenuchidae,Peixe
1176,"-22,357,806","-44,501,083",Crenuchidae,Peixe
1177,"-22,402,833","-44,513,667",Crenuchidae,Peixe
1178,"-22,411,972","-44,504,361",Crenuchidae,Peixe
1179,-22.4.465,"-42,752,075",Crenuchidae,Peixe
1180,"-22,579,167","-43,434,444",Crenuchidae,Peixe
1181,"-22,404,019","-42,235,167",Crenuchidae,Peixe
1182,-21.9.071,-41.71.285,Crenuchidae,Peixe
1183,"-22,426,008","-42,174,189",Crenuchidae,Peixe
1184,"-22,426,008","-42,174,189",Crenuchidae,Peixe
1185,-22.3.972,"-42,095,033",Crenuchidae,Peixe
1186,"-22,540,639","-42,431,694",Crenuchidae,Peixe
1187,"-22,448,561","-42,983,517",Crenuchidae,Peixe
1188,"-22,448,561","-42,983,517",Crenuchidae,Peixe
1189,"-22,448,561","-42,983,517",Crenuchidae,Peixe
1190,"-22,448,561","-42,983,517",Crenuchidae,Peixe
1191,"-21,824,444","-42,521,667",Crenuchidae,Peixe
1192,"-22,497,222","-42,993,889",Crenuchidae,Peixe
1193,"-22,499,444","-42,978,611",Crenuchidae,Peixe
1194,"-22,493,611","-42,908,333",Crenuchidae,Peixe
1195,"-22,477,917","-42,620,614",Crenuchidae,Peixe
1196,"-22,441,889","-42,627,011",Crenuchidae,Peixe
1197,"-22,415,644","-42,587,647",Crenuchidae,Peixe
1198,"-22,404,019","-42,235,167",Crenuchidae,Peixe
1199,"-22,445,778","-42,208,694",Crenuchidae,Peixe
1200,"-22,447,714","-42,228,883",Crenuchidae,Peixe
1201,"-22,396,642","-42,584,036",Crenuchidae,Peixe
1202,"-22,395,617","-42,584,511",Sem Informacoes,Peixe
1203,"-22,521,556","-42,630,111",Sem Informacoes,Peixe
1204,"-22,615,244","-42,736,172",Sem Informacoes,Peixe
1205,"-22,403,611","-42,588,956",Sem Informacoes,Peixe
1206,-22.5,-42.5,Sem Informacoes,Peixe
1207,"-22,572,356","-43,033,575",Sem Informacoes,Peixe
1208,"-22,894,231","-42,794,094",Sem Informacoes,Peixe
1209,"-22,894,231","-42,794,094",Sem Informacoes,Peixe
1210,"-22,852,972","-42,864",Sem Informacoes,Peixe
1211,"-22,871,222","-42,969,111",Sem Informacoes,Peixe
1212,"-22,857,083","-42,918,056",Sem Informacoes,Peixe
1213,-22.4.798,"-42,625,225",Sem Informacoes,Peixe
1214,"-22,654,278","-42,729,389",Sem Informacoes,Peixe
1215,"-22,870,056","-42,961,056",Sem Informacoes,Peixe
1216,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1217,"-22,870,056","-42,961,056",Sem Informacoes,Peixe
1218,"-22,870,056","-42,961,056",Sem Informacoes,Peixe
1219,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1220,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1221,"-22,841,583","-42,897,008",Sem Informacoes,Peixe
1222,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1223,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1224,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1225,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1226,"-22,876,611","-42,957,611",Sem Informacoes,Peixe
1227,"-22,829,472","-42,854",Sem Informacoes,Peixe
1228,"-22,829,472","-42,854",Cichlidae,Peixe
1229,"-22,857,083","-42,918,056",Cichlidae,Peixe
1230,"-22,829,472","-42,854",Cichlidae,Peixe
1231,"-22,829,472","-42,854",Cichlidae,Peixe
1232,"-22,557,222","-43,277,222",Cichlidae,Peixe
1233,"-22,591,111","-42,269,417",Cichlidae,Peixe
1234,"-22,606,361","-42,284,222",Cichlidae,Peixe
1235,"-2,259,425","-42,275,056",Cichlidae,Peixe
1236,"-22,593,639","-42,274,222",Cichlidae,Peixe
1237,"-22,675,028","-42,326,722",Cichlidae,Peixe
1238,"-22,610,389","-42,286,167",Cichlidae,Peixe
1239,"-22,630,111","-42,330,222",Cichlidae,Peixe
1240,"-22,683,222","-4,230,625",Cichlidae,Peixe
1241,"-22,669,417","-42,308,361",Cichlidae,Peixe
1242,"-2,262,725","-42,279,306",Cichlidae,Peixe
1243,"-22,677,361","-42,311,639",Cichlidae,Peixe
1244,"-22,602,917","-42,281,111",Cichlidae,Peixe
1245,"-22,537,778","-42,044,167",Cichlidae,Peixe
1246,"-22,546,889","-42,131,222",Cichlidae,Peixe
1247,"-22,537,778","-42,133,639",Cichlidae,Peixe
1248,"-22,586,389","-42,266,556",Cichlidae,Peixe
1249,"-22,420,444","-42,259,333",Cichlidae,Peixe
1250,"-22,587,444","-4,226,625",Cichlidae,Peixe
1251,"-22,564,694","-42,136,111",Cichlidae,Peixe
1252,"-22,589,444","-422,375",Cichlidae,Peixe
1253,"-22,572,667","-42,045,917",Cichlidae,Peixe
1254,"-22,564,306","-42,126,194",Cichlidae,Peixe
1255,"-22,564,583","-4,212,475",Cichlidae,Peixe
1256,"-22,610,389","-42,286,167",Cichlidae,Peixe
1257,"-22,677,358","-42,311,639",Cichlidae,Peixe
1258,"-22,602,917","-42,281,108",Cichlidae,Peixe
1259,"-22,591,108","-42,269,417",Cichlidae,Peixe
1260,"-2,259,425","-42,275,056",Cichlidae,Peixe
1261,-22.62.725,"-42,279,306",Cichlidae,Peixe
1262,-22.59.425,"-42,275,056",Cichlidae,Peixe
1263,"-22,683,219","-4,230,625",Cichlidae,Peixe
1264,"-22,593,639","-42,274,219",Cichlidae,Peixe
1265,"-22,593,639","-42,274,219",Cichlidae,Peixe
1266,"-22,602,917","-42,281,106",Cichlidae,Peixe
1267,"-22,610,389","-42,286,167",Cichlidae,Peixe
1268,"-22,591,108","-42,269,417",Cichlidae,Peixe
1269,"-22,564,581","-4,212,475",Cichlidae,Peixe
1270,"-22,420,442","-42,259,331",Cichlidae,Peixe
1271,"-22,589,442","-42,020,833",Cichlidae,Peixe
1272,"-22,537,778","-42,044,167",Cichlidae,Peixe
1273,"-22,420,442","-42,259,331",Cichlidae,Peixe
1274,"-22,572,667","-42,045,917",Cichlidae,Peixe
1275,"-22,537,778","-42,044,167",Cichlidae,Peixe
1276,-21.58,"-42,142,778",Cichlidae,Peixe
1277,-21.58,"-42,142,778",Cichlidae,Peixe
1278,"-21,634,694","-41,761,444",Cichlidae,Peixe
1279,"-21,634,694","-41,761,444",Cichlidae,Peixe
1280,"-21,634,444","-42,033,861",Cichlidae,Peixe
1281,"-21,634,694","-41,761,444",Cichlidae,Peixe
1282,"-21,634,694","-41,761,444",Cichlidae,Peixe
1283,-21.58,"-42,142,778",Cichlidae,Peixe
1284,-21.58,"-42,142,778",Cichlidae,Peixe
1285,"-21,634,444","-42,033,861",Cichlidae,Peixe
1286,"-21,634,444","-42,033,861",Cichlidae,Peixe
1287,"-21,841,078","-42,576,703",Cichlidae,Peixe
1288,"-22,029,314","-43,000,878",Cichlidae,Peixe
1289,"-22,590,469","-42,250,486",Cichlidae,Peixe
1290,"-22,671,147",-43.75.305,Cichlidae,Peixe
1291,"-22,687,492",-43.82.635,Cichlidae,Peixe
1292,"-225,099","-44,620,806",Cichlidae,Peixe
1293,"-22,632,381",-43.89.415,Cichlidae,Peixe
1294,"-22,532,436","-43,818,347",Cichlidae,Peixe
1295,"-22,711,953","-43,882,097",Cichlidae,Peixe
1296,"-22,711,953","-43,882,097",Clariidae,Peixe
1297,"-21,698,111","-42,238,944",Clariidae,Peixe
1298,"-21,824,444","-42,521,667",Clariidae,Peixe
1299,"-22,570,903","-42,986,756",Clariidae,Peixe
1300,"-21,793,222","-41,549,306",Clariidae,Peixe
1301,-21.63,"-42,034,528",Clariidae,Peixe
1302,"-21,698,111","-42,238,944",Clariidae,Peixe
1303,"-222,599","-41,897,617",Clariidae,Peixe
1304,"-22,292,317","-41,846,172",Clariidae,Peixe
1305,"-22,693,333","-43,016,111",Clariidae,Peixe
1306,"-219,071",-41.71.285,Clariidae,Peixe
1307,"-22,713,006","-42,952,131",Clariidae,Peixe
1308,"-22,713,008","-42,952,131",Clariidae,Peixe
1309,"-22,713,006","-42,952,131",Clariidae,Peixe
1310,"-22,713,006","-42,952,131",Clariidae,Peixe
1311,"-22,713,006","-42,952,131",Clariidae,Peixe
1312,"-22,713,006","-42,952,131",Clariidae,Peixe
1313,"-22,713,006","-42,952,131",Clariidae,Peixe
1314,"-22,713,006","-42,952,131",Clariidae,Peixe
1315,"-22,713,006","-42,952,131",Callichthyidae,Peixe
1316,"-22,713,006","-42,952,131",Callichthyidae,Peixe
1317,"-22,713,006","-42,952,131",Callichthyidae,Peixe
1318,"-22,713,006","-42,952,131",Callichthyidae,Peixe
1319,-22.22.585,"-42,004,733",Callichthyidae,Peixe
1320,"-22,237","-42,020,111",Callichthyidae,Peixe
1321,"-21,319,167","-41,327,217",Callichthyidae,Peixe
1322,"-21,800,031",-41.58.455,Callichthyidae,Peixe
1323,"-22,557,222","-43,277,222",Callichthyidae,Peixe
1324,"-22,448,561","-42,983,517",Callichthyidae,Peixe
1325,"-22,572,278","-43,034,608",Callichthyidae,Peixe
1326,"-22,233","-42,035,556",Callichthyidae,Peixe
1327,"-22,233","-42,035,556",Callichthyidae,Peixe
1328,"-22,237","-42,020,111",Callichthyidae,Peixe
1329,"-22,478,889","-42,657,222",Callichthyidae,Peixe
1330,"-22,545,833","-42,465,278",Callichthyidae,Peixe
1331,"-22,553,306","-42,692,972",Cichlidae,Peixe
1332,"-22,615,244","-42,736,172",Cichlidae,Peixe
1333,"-22,600,556","-43,091,667",Cichlidae,Peixe
1334,-22.5.925,"-43,414,444",Cichlidae,Peixe
1335,"-22,566,667","-42,283,333",Cichlidae,Peixe
1336,"-21,748,528","-42,342,417",Cichlidae,Peixe
1337,"-22,600,556","-43,091,667",Cichlidae,Peixe
1338,"-21,219,167","-41,310,556",Cichlidae,Peixe
1339,-22.65,"-42,383,333",Cichlidae,Peixe
1340,"-20,908,397","-41,861,317",Cichlidae,Peixe
1341,"-21,793,222","-41,549,306",Cichlidae,Peixe
1342,"-20,908,397","-41,861,317",Cichlidae,Peixe
1343,"-21,965,481","-41,904,497",Cichlidae,Peixe
1344,"-21,230,022",-42.09.325,Cichlidae,Peixe
1345,"-21,800,031",-41.58.455,Cichlidae,Peixe
1346,"-21,577,167","-41,577,167",Cichlidae,Peixe
1347,"-21,577,167","-41,577,167",Cichlidae,Peixe
1348,"-21,577,167","-41,577,167",Cichlidae,Peixe
1349,"-21,577,167","-41,577,167",Cichlidae,Peixe
1350,-21.63,"-42,034,528",Cichlidae,Peixe
1351,-21.63,"-42,034,528",Cichlidae,Peixe
1352,-22.22.585,"-42,004,733",Cichlidae,Peixe
1353,"-22,225,983",-41.97.545,Cichlidae,Peixe
1354,"-22,232,233","-419,372",Cichlidae,Peixe
1355,"-22,426,008","-42,174,189",Cichlidae,Peixe
1356,"-22,426,008","-42,174,189",Cichlidae,Peixe
1357,-22.3.972,"-42,095,033",Cichlidae,Peixe
1358,"-22,540,639","-42,431,694",Cichlidae,Peixe
1359,-21.9.071,-41.71.285,Cichlidae,Peixe
1360,"-22,448,561","-42,983,517",Cichlidae,Peixe
1361,"-22,835","-43,552,222",Cichlidae,Peixe
1362,"-21,715,194","-42,342,417",Cichlidae,Peixe
1363,"-21,717,389","-41,924,028",Cichlidae,Peixe
1364,"-21,717,389","-41,924,028",Cichlidae,Peixe
1365,-21.58,"-42,142,778",Cichlidae,Peixe
1366,-21.58,"-42,142,778",Cichlidae,Peixe
1367,"-21,634,694","-41,761,444",Cichlidae,Peixe
1368,"-21,634,694","-41,761,444",Cichlidae,Peixe
1369,"-22,572,278","-43,034,608",Cichlidae,Peixe
1370,"-2,223,815","-42,059,303",Cichlidae,Peixe
1371,"-22,233","-42,035,556",Cichlidae,Peixe
1372,"-22,237","-42,020,111",Cichlidae,Peixe
1373,"-22,237,278","-42,055,611",Cichlidae,Peixe
1374,"-22,233","-42,035,556",Cichlidae,Peixe
1375,"-22,237","-42,020,111",Cichlidae,Peixe
1376,"-21,634,444","-42,033,861",Cichlidae,Peixe
1377,"-21,634,444","-42,033,861",Cichlidae,Peixe
1378,"-21,634,444","-42,033,861",Cichlidae,Peixe
1379,"-21,634,444","-42,033,861",Cichlidae,Peixe
1380,"-21,634,694","-41,761,444",Cichlidae,Peixe
1381,"-21,634,694","-41,761,444",Cichlidae,Peixe
1382,"-21,634,694","-41,761,444",Cichlidae,Peixe
1383,"-21,748,528","-42,342,417",Cichlidae,Peixe
1384,"-21,748,528","-42,342,417",Cichlidae,Peixe
1385,"-21,748,528","-42,342,417",Cichlidae,Peixe
1386,"-21,748,528","-42,342,417",Cichlidae,Peixe
1387,"-21,717,389","-41,924,028",Cichlidae,Peixe
1388,"-21,717,389","-41,924,028",Cichlidae,Peixe
1389,"-21,717,389","-41,924,028",Cichlidae,Peixe
1390,-21.58,"-42,142,778",Cichlidae,Peixe
1391,-21.58,"-42,142,778",Cichlidae,Peixe
1392,-21.58,"-42,142,778",Cichlidae,Peixe
1393,"-21,191,667","-41,555,831",Cichlidae,Peixe
1394,"-22,434,444","-444,025",Cichlidae,Peixe
1395,"-22,553,306","-42,692,972",Cichlidae,Peixe
1396,"-22,615,244","-42,736,172",Cichlidae,Peixe
1397,"-22,652,222","-43,401,667",Cichlidae,Peixe
1398,"-22,614,722","-43,388,889",Cichlidae,Peixe
1399,"-21,634,444","-42,033,861",Cichlidae,Peixe
1400,"-21,634,444","-42,033,861",Cichlidae,Peixe
1401,"-21,715,194","-42,342,417",Cichlidae,Peixe
1402,"-22,612,222","-43,418,056",Cichlidae,Peixe
1403,"-22,559,139","-42,333,444",Cichlidae,Peixe
1404,"-21,841,078","-42,576,703",Cichlidae,Peixe
1405,"-22,671,147",-43.75.305,Cichlidae,Peixe
1406,"-22,687,492",-43.82.635,Cichlidae,Peixe
1407,"-22,632,381",-43.89.415,Cichlidae,Peixe
1408,"-22,711,953","-43,882,097",Cichlidae,Peixe
1409,"-21,715,194","-42,342,417",Cichlidae,Peixe
1410,"-21,717,389","-41,924,028",Cichlidae,Peixe
1411,-21.58,"-42,142,778",Cichlidae,Peixe
1412,-21.58,"-42,142,778",Cichlidae,Peixe
1413,"-21,634,694","-41,761,444",Cichlidae,Peixe
1414,"-21,634,694","-41,761,444",Crenuchidae,Peixe
1415,"-22,517,778","-42,898,611",Crenuchidae,Peixe
1416,"-21,634,444","-42,033,861",Crenuchidae,Peixe
1417,"-21,715,194","-42,342,417",Gobiidae,Peixe
1418,"-22,489,719","-42,701,111",Gobiidae,Peixe
1419,"-22,570,903","-42,986,756",Sciaenidae,Peixe
1420,"-22,894,231","-42,794,094",Sciaenidae,Peixe
1421,-22.22.585,"-42,004,733",Sciaenidae,Peixe
1422,"-22,237","-42,020,111",Curimatidae,Peixe
1423,"-23,039,047","-44,505,614",Curimatidae,Peixe
1424,-22.95,-43.15,Curimatidae,Peixe
1425,-22.8,"-43,133,333",Curimatidae,Peixe
1426,"-21,717,389","-41,924,028",Curimatidae,Peixe
1427,"-22,582,778","-42,574,722",Curimatidae,Peixe
1428,"-21,219,167","-41,310,556",Curimatidae,Peixe
1429,"-20,908,397","-41,861,317",Curimatidae,Peixe
1430,"-21,793,222","-41,549,306",Curimatidae,Peixe
1431,"-20,908,397","-41,861,317",Curimatidae,Peixe
1432,"-21,230,022","-4,209,325",Curimatidae,Peixe
1433,"-21,800,031","-4,158,455",Curimatidae,Peixe
1434,"-21,637,222","-41,757,694",Curimatidae,Peixe
1435,"-21,577,167","-41,577,167",Curimatidae,Peixe
1436,"-21,577,167","-41,577,167",Curimatidae,Peixe
1437,"-21,577,167","-41,577,167",Curimatidae,Peixe
1438,"-21,637,222","-41,757,694",Curimatidae,Peixe
1439,"-21,637,222","-41,757,694",Curimatidae,Peixe
1440,"-21,637,222","-41,757,694",Curimatidae,Peixe
1441,"-21,637,222","-41,757,694",Curimatidae,Peixe
1442,"-21,637,222","-41,757,694",Curimatidae,Peixe
1443,"-21,637,222","-41,757,694",Curimatidae,Peixe
