LOCALIDADE,LATITUDE,LONGITUDE,CLASSE,GENERO,FAMILIA,ESPECIE,NUMERO DE REGISTRO NO PORTAL,NOME COMUM,,,,,,,,,,,,,,,,-22.586.156,,Estado/Provincia,,Numero do registro no portal
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-22.968.056,-43.225.556,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,736710,,,,,,,,,,,,,,,,,,,RJ,,736710
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-22.968.056,-43.225.556,Amphibia,Dendropsophus,Hylidae,Dendropsophus minutus,736711,,,,,,,,,,,,,,,,,,,RJ,,736711
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-23.022.222,-43.545.556,Amphibia,Crossodactylus,Hylodidae,Crossodactylus gaudichaudii,736715,,,,,,,,,,,,,,,,,,,RJ,,736715
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-23.022.222,-43.545.556,Amphibia,Dendropsophus,Hylidae,Dendropsophus berthalutzae,736716,,,,,,,,,,,,,,,,,,,RJ,,736716
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-23.022.222,-43.545.556,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,736717,,,,,,,,,,,,,,,,,,,RJ,,736717
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-23.022.222,-43.545.556,Amphibia,Itapotihyla,Hylidae,Itapotihyla langsdorffii,736718,,,,,,,,,,,,,,,,,,,RJ,,736718
VÃ¡rias Localidades No MunicÃ­pio Do Rio De Janeiro,-23.022.222,-43.545.556,Amphibia,Phyllodytes,Hylidae,Phyllodytes luteolus,736719,,,,,,,,,,,,,,,,,,,RJ,,736719
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Dendropsophus,Hylidae,Sem InformaÃ§Ãµes,736722,,,,,,,,,,,,,,,,,,,RJ,,736722
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,736723,,,,,,,,,,,,,,,,,,,RJ,,736723
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,736724,,,,,,,,,,,,,,,,,,,RJ,,736724
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus latrans,736725,,,,,,,,,,,,,,,,,,,RJ,,736725
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus natalensis,736726,,,,,,,,,,,,,,,,,,,RJ,,736726
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus spixi,736727,,,,,,,,,,,,,,,,,,,RJ,,736727
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Phyllomedusa,Hylidae,Phyllomedusa rohdei,736728,,,,,,,,,,,,,,,,,,,RJ,,736728
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,736729,,,,,,,,,,,,,,,,,,,RJ,,736729
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Rhinella,Bufonidae,Rhinella ornata,736730,,,,,,,,,,,,,,,,,,,RJ,,736730
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Scinax,Hylidae,Scinax alter,736731,,,,,,,,,,,,,,,,,,,RJ,,736731
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Scinax,Hylidae,Scinax cuspidatus,736732,,,,,,,,,,,,,,,,,,,RJ,,736732
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Scinax,Hylidae,Scinax argyreornatus,736733,,,,,,,,,,,,,,,,,,,RJ,,736733
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,736734,,,,,,,,,,,,,,,,,,,RJ,,736734
Reserva BiolÃ³gica PoÃ§o Das Antas,-22.503.611,-422.675,Amphibia,Trachycephalus,Hylidae,Trachycephalus mesophaeus,736735,,,,,,,,,,,,,,,,,,,RJ,,736735
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Aplastodiscus,Hylidae,Sem InformaÃ§Ãµes,753069,,,,,,,,,,,,,,,,,,,RJ,,753069
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Bokermannohyla,Hylidae,Sem InformaÃ§Ãµes,753070,,,,,,,,,,,,,,,,,,,RJ,,753070
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Dendrophryniscus,Bufonidae,Sem InformaÃ§Ãµes,753074,,,,,,,,,,,,,,,,,,,RJ,,753074
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,753076,,,,,,,,,,,,,,,,,,,RJ,,753076
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Hypsiboas,Hylidae,Sem InformaÃ§Ãµes,753077,,,,,,,,,,,,,,,,,,,RJ,,753077
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Hypsiboas,Hylidae,Hypsiboas polytaenius,753078,,,,,,,,,,,,,,,,,,,RJ,,753078
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Ischnocnema,Brachycephalidae,Sem InformaÃ§Ãµes,753079,,,,,,,,,,,,,,,,,,,RJ,,753079
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Proceratophrys,Cycloramphidae,Sem InformaÃ§Ãµes,753081,,,,,,,,,,,,,,,,,,,RJ,,753081
Parque Nacional De Itatiaia,-224.524,-4.461.074,Amphibia,Rhinella,Bufonidae,Rhinella icterica,753083,,,,,,,,,,,,,,,,,,,RJ,,753083
Ãrea PrÃ³xima Ao Rio Brachui (SertÃ£o Do Brachui),-22.916.892,-44.399.981,Amphibia,Hylodes,Hylodidae,Hylodes asper,72653,,,,,,,,,,,,,,,,,,,RJ,,72653
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Myersiella,Microhylidae,Myersiella microps,71798,,,,,,,,,,,,,,,,,,,RJ,,71798
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Physalaemus,Leiuperidae,Sem InformaÃ§Ãµes,71832,,,,,,,,,,,,,,,,,,,RJ,,71832
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Hylodes,Hylodidae,Hylodes asper,71833,,,,,,,,,,,,,,,,,,,RJ,,71833
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Zachaenus,Cycloramphidae,Zachaenus parvulus,71834,,,,,,,,,,,,,,,,,,,RJ,,71834
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,71835,,,,,,,,,,,,,,,,,,,RJ,,71835
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Proceratophrys,Cycloramphidae,Proceratophrys boiei,71837,,,,,,,,,,,,,,,,,,,RJ,,71837
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Brachycephalus,Brachycephalidae,Brachycephalus ephippium,71840,,,,,,,,,,,,,,,,,,,RJ,,71840
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,71841,,,,,,,,,,,,,,,,,,,RJ,,71841
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Hylodes,Hylodidae,Hylodes phyllodes,71846,,,,,,,,,,,,,,,,,,,RJ,,71846
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,71861,,,,,,,,,,,,,,,,,,,RJ,,71861
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Rhinella,Bufonidae,Rhinella ornata,71869,,,,,,,,,,,,,,,,,,,RJ,,71869
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,71870,,,,,,,,,,,,,,,,,,,RJ,,71870
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Proceratophrys,Cycloramphidae,Proceratophrys appendiculata,71871,,,,,,,,,,,,,,,,,,,RJ,,71871
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Brachycephalus,Brachycephalidae,Brachycephalus didactylus,71882,,,,,,,,,,,,,,,,,,,RJ,,71882
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Hylodes,Hylodidae,Hylodes phyllodes,71883,,,,,,,,,,,,,,,,,,,RJ,,71883
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Hylodes,Hylodidae,Hylodes asper,71884,,,,,,,,,,,,,,,,,,,RJ,,71884
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Dendrophryniscus,Bufonidae,Dendrophryniscus brevipollicatus,71885,,,,,,,,,,,,,,,,,,,RJ,,71885
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,71887,,,,,,,,,,,,,,,,,,,RJ,,71887
Parque Estadual Cunhambebe,-22.880.272,-44.233.083,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,71902,,,,,,,,,,,,,,,,,,,RJ,,71902
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hypsiboas,Hylidae,Sem InformaÃ§Ãµes,84671,,,,,,,,,,,,,,,,,,,RJ,,84671
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,84672,,,,,,,,,,,,,,,,,,,RJ,,84672
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus ocellatus,84673,,,,,,,,,,,,,,,,,,,RJ,,84673
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus labyrinthicus,84674,,,,,,,,,,,,,,,,,,,RJ,,84674
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus flavopictus,84675,,,,,,,,,,,,,,,,,,,RJ,,84675
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,84676,,,,,,,,,,,,,,,,,,,RJ,,84676
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hylodes,Hylodidae,Hylodes fredi,84677,,,,,,,,,,,,,,,,,,,RJ,,84677
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Scinax,Hylidae,Scinax perpusillus,84678,,,,,,,,,,,,,,,,,,,RJ,,84678
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Itapotihyla,Hylidae,Itapotihyla langsdorffii,84679,,,,,,,,,,,,,,,,,,,RJ,,84679
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hypsiboas,Hylidae,Hypsiboas pardalis,84680,,,,,,,,,,,,,,,,,,,RJ,,84680
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,84705,,,,,,,,,,,,,,,,,,,RJ,,84705
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hypsiboas,Hylidae,Hypsiboas albopunctatus,84706,,,,,,,,,,,,,,,,,,,RJ,,84706
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,84707,,,,,,,,,,,,,,,,,,,RJ,,84707
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Dendropsophus,Hylidae,Sem InformaÃ§Ãµes,84708,,,,,,,,,,,,,,,,,,,RJ,,84708
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Aplastodiscus,Hylidae,Sem InformaÃ§Ãµes,84709,,,,,,,,,,,,,,,,,,,RJ,,84709
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,84710,,,,,,,,,,,,,,,,,,,RJ,,84710
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,84711,,,,,,,,,,,,,,,,,,,RJ,,84711
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Rhinella,Bufonidae,Rhinella pygmaea,84712,,,,,,,,,,,,,,,,,,,RJ,,84712
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Rhinella,Bufonidae,Rhinella crucifer,84713,,,,,,,,,,,,,,,,,,,RJ,,84713
Campus Da Universidade Estadual Do Norte Fluminense,-21.763.322,-41.285.569,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,8007,,,,,,,,,,,,,,,,,,,RJ,,8007
Campus Da Universidade Estadual Do Norte Fluminense,-21.763.322,-41.285.569,Amphibia,Scinax,Hylidae,Scinax alter,8008,,,,,,,,,,,,,,,,,,,RJ,,8008
Campus Da Universidade Estadual Do Norte Fluminense,-21.763.322,-41.285.569,Amphibia,Rhinella,Bufonidae,Sem InformaÃ§Ãµes,8009,,,,,,,,,,,,,,,,,,,RJ,,8009
Campus Da Universidade Estadual Do Norte Fluminense,-21.763.322,-41.285.569,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,8010,,,,,,,,,,,,,,,,,,,RJ,,8010
Campus Da Universidade Estadual Do Norte Fluminense,-21.763.322,-41.285.569,Amphibia,Scinax,Hylidae,Scinax fuscovarius,8011,,,,,,,,,,,,,,,,,,,RJ,,8011
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Rhinella,Bufonidae,Rhinella icterica,84714,,,,,,,,,,,,,,,,,,,RJ,,84714
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Dendrophryniscus,Bufonidae,Dendrophryniscus brevipollicatus,84715,,,,,,,,,,,,,,,,,,,RJ,,84715
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,84719,,,,,,,,,,,,,,,,,,,RJ,,84719
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Aplastodiscus,Hylidae,Sem InformaÃ§Ãµes,84720,,,,,,,,,,,,,,,,,,,RJ,,84720
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,84721,,,,,,,,,,,,,,,,,,,RJ,,84721
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Hylodes,Hylodidae,Hylodes fredi,84722,,,,,,,,,,,,,,,,,,,RJ,,84722
Reserva BiolÃ³gica Estadual Da Praia Do Sul,-2.317.975,-44.310.222,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,84723,,,,,,,,,,,,,,,,,,,RJ,,84723
Parque Nacional Da Tijuca,-22.948.853,-43.286.211,Amphibia,Hylodes,Hylodidae,Hylodes nasus,756701,,,,,,,,,,,,,,,,,,,RJ,,756701
Triunfo 2Â° Municipal Santa Maria Madalena,-22.047.458,-41.947.175,Amphibia,Sem InformaÃ§Ãµes,Bufonidae,Sem InformaÃ§Ãµes,758383,,,,,,,,,,,,,,,,,,,RJ,,758383
MaricÃ¡,-22.916.667,-42.866.667,Amphibia,Dendropsophus,Hylidae,Dendropsophus oliveirai,773971,,,,,,,,,,,,,,,,,,,RJ,,773971
MaricÃ¡,-22.916.667,-42.866.667,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,773972,,,,,,,,,,,,,,,,,,,RJ,,773972
MaricÃ¡,-22.916.667,-42.866.667,Amphibia,Dendropsophus,Hylidae,Dendropsophus minutus,773973,,,,,,,,,,,,,,,,,,,RJ,,773973
MaricÃ¡,-22.916.667,-42.866.667,Amphibia,Dendropsophus,Hylidae,Dendropsophus pseudomeridianus,773974,,,,,,,,,,,,,,,,,,,RJ,,773974
Duque De Caxias,-22.666.667,-43.266.667,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,773975,,,,,,,,,,,,,,,,,,,RJ,,773975
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema lactea,772391,,,,,,,,,,,,,,,,,,,RJ,,772391
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Hypsiboas,Hylidae,Hypsiboas polytaenius,772392,,,,,,,,,,,,,,,,,,,RJ,,772392
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Scinax,Hylidae,Scinax flavoguttatus,772393,,,,,,,,,,,,,,,,,,,RJ,,772393
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Scinax,Hylidae,Scinax flavoguttatus,772394,,,,,,,,,,,,,,,,,,,RJ,,772394
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Rhinella,Bufonidae,Rhinella icterica,772395,,,,,,,,,,,,,,,,,,,RJ,,772395
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Rhinella,Bufonidae,Rhinella icterica,772396,,,,,,,,,,,,,,,,,,,RJ,,772396
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Rhinella,Bufonidae,Rhinella icterica,772397,,,,,,,,,,,,,,,,,,,RJ,,772397
MaringÃ¡,-2.233.045,-4.456.985,Amphibia,Rhinella,Bufonidae,Rhinella icterica,772398,,,,,,,,,,,,,,,,,,,RJ,,772398
Centro Marista S. J. Das Paineiras,-22.514.719,-43.754.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,758825,,,,,,,,,,,,,,,,,,,RJ,,758825
Centro Marista S. J. Das Paineiras,-22.514.719,-43.754.167,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,758826,,,,,,,,,,,,,,,,,,,RJ,,758826
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Scinax,Hylidae,Scinax trapicheiroi,758827,,,,,,,,,,,,,,,,,,,RJ,,758827
Centro Marista S. J. Das Paineiras,-22.514.719,-43.754.167,Amphibia,Crossodactylus,Hylodidae,Crossodactylus gaudichaudii,758829,,,,,,,,,,,,,,,,,,,RJ,,758829
Centro Marista S. J. Das Paineiras,-22.514.717,-43.754.167,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,758833,,,,,,,,,,,,,,,,,,,RJ,,758833
Centro Marista S. J. Das Paineiras,-22.514.717,-43.754.167,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,758836,,,,,,,,,,,,,,,,,,,RJ,,758836
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Dendropsophus,Hylidae,Sem InformaÃ§Ãµes,759648,,,,,,,,,,,,,,,,,,,RJ,,759648
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Scinax,Hylidae,Scinax alter,759649,,,,,,,,,,,,,,,,,,,RJ,,759649
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Siphonops,Caeciliidae,Siphonops annulatus,759650,,,,,,,,,,,,,,,,,,,RJ,,759650
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Siphonops,Caeciliidae,Siphonops hardyi,759651,,,,,,,,,,,,,,,,,,,RJ,,759651
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,759652,,,,,,,,,,,,,,,,,,,RJ,,759652
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Rhinella,Bufonidae,Rhinella icterica,759653,,,,,,,,,,,,,,,,,,,RJ,,759653
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Hypsiboas,Hylidae,Hypsiboas pardalis,759654,,,,,,,,,,,,,,,,,,,RJ,,759654
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,759655,,,,,,,,,,,,,,,,,,,RJ,,759655
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Scinax,Hylidae,Scinax trapicheiroi,759656,,,,,,,,,,,,,,,,,,,RJ,,759656
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Rhinella,Bufonidae,Rhinella ornata,759657,,,,,,,,,,,,,,,,,,,RJ,,759657
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Scinax,Hylidae,Scinax alter,759658,,,,,,,,,,,,,,,,,,,RJ,,759658
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,759659,,,,,,,,,,,,,,,,,,,RJ,,759659
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,759660,,,,,,,,,,,,,,,,,,,RJ,,759660
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,759661,,,,,,,,,,,,,,,,,,,RJ,,759661
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Proceratophrys,Cycloramphidae,Proceratophrys boiei,759662,,,,,,,,,,,,,,,,,,,RJ,,759662
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Rhinella,Bufonidae,Rhinella ornata,759663,,,,,,,,,,,,,,,,,,,RJ,,759663
Centro Marista S. J. Das Paineiras,-22.514.722,-43.754.167,Amphibia,Trachycephalus,Hylidae,Trachycephalus mesophaeus,759664,,,,,,,,,,,,,,,,,,,RJ,,759664
Propriedade Do Prof Wilson Costa,-22.328.333,-44.578.056,Amphibia,Scinax,Hylidae,Scinax flavoguttatus,759665,,,,,,,,,,,,,,,,,,,RJ,,759665
PrÃ³ximo Ao Parque Municipal,-22.400.833,-43.133.611,Amphibia,Flectonotus,Hemiphractidae,Flectonotus goeldii,759666,,,,,,,,,,,,,,,,,,,RJ,,759666
Parque Nacional Da Tijuca,-22.959.167,-43.278.333,Amphibia,Brachycephalus,Brachycephalidae,Brachycephalus ephippium,759725,,,,,,,,,,,,,,,,,,,RJ,,759725
Parque Nacional Da Tijuca,-22.959.167,-43.278.331,Amphibia,Crossodactylus,Hylodidae,Crossodactylus gaudichaudii,759726,,,,,,,,,,,,,,,,,,,RJ,,759726
Parque Nacional Da Tijuca,-22.959.167,-43.278.331,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,759727,,,,,,,,,,,,,,,,,,,RJ,,759727
Parque Nacional Da Tijuca,-22.959.167,-43.278.331,Amphibia,Hylodes,Hylodidae,Hylodes nasus,759728,,,,,,,,,,,,,,,,,,,RJ,,759728
Parque Nacional Da Tijuca,-22.959.167,-43.278.331,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,759729,,,,,,,,,,,,,,,,,,,RJ,,759729
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.608,-42.985,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus arildae,759733,,,,,,,,,,,,,,,,,,,RJ,,759733
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,759734,,,,,,,,,,,,,,,,,,,RJ,,759734
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Flectonotus,Hemiphractidae,Flectonotus goeldii,759735,,,,,,,,,,,,,,,,,,,RJ,,759735
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,759736,,,,,,,,,,,,,,,,,,,RJ,,759736
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,759737,,,,,,,,,,,,,,,,,,,RJ,,759737
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Megaelosia,Hylodidae,Megaelosia goeldii,759738,,,,,,,,,,,,,,,,,,,RJ,,759738
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Scinax,Hylidae,Scinax albicans,759739,,,,,,,,,,,,,,,,,,,RJ,,759739
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Scinax,Hylidae,Scinax melloi,759740,,,,,,,,,,,,,,,,,,,RJ,,759740
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Scinax,Hylidae,Scinax obtriangulatus,759741,,,,,,,,,,,,,,,,,,,RJ,,759741
Parque Nacional Da Serra Dos OrgÃ£os,-22.463.606,-42.985,Amphibia,Scinax,Hylidae,Scinax v-signatus,759742,,,,,,,,,,,,,,,,,,,RJ,,759742
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.722,-42.997.778,Amphibia,Crossodactylus,Hylodidae,Crossodactylus aeneus,759743,,,,,,,,,,,,,,,,,,,RJ,,759743
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Euparkerella,Strabomantidae,Euparkerella cochranae,759744,,,,,,,,,,,,,,,,,,,RJ,,759744
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,759786,,,,,,,,,,,,,,,,,,,RJ,,759786
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Hylodes,Hylodidae,Hylodes asper,759787,,,,,,,,,,,,,,,,,,,RJ,,759787
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Hylodes,Hylodidae,Hylodes pipilans,759788,,,,,,,,,,,,,,,,,,,RJ,,759788
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Myersiella,Microhylidae,Myersiella microps,759789,,,,,,,,,,,,,,,,,,,RJ,,759789
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Rhinella,Bufonidae,Rhinella ornata,759790,,,,,,,,,,,,,,,,,,,RJ,,759790
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Scinax,Hylidae,Scinax albicans,759791,,,,,,,,,,,,,,,,,,,RJ,,759791
Parque Nacional Da Serra Dos OrgÃ£os,-22.494.719,-42.997.778,Amphibia,Scinax,Hylidae,Scinax flavoguttatus,759792,,,,,,,,,,,,,,,,,,,RJ,,759792
