LOCALIDADE,LATITUDE,LONGITUDE,CLASSE,GENERO,FAMILIA,ESPECIE,NUMERO DE REGISTRO NO PORTAL,NOME COMUM,,,,,,,,,,,,,,,,-22.586.156,,Estado/Provincia,,Numero do registro no portal
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,194206,,,,,,,,,,,,,,,,,,,RJ,,194206
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,194207,,,,,,,,,,,,,,,,,,,RJ,,194207
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194210,,,,,,,,,,,,,,,,,,,RJ,,194210
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194211,,,,,,,,,,,,,,,,,,,RJ,,194211
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194220,,,,,,,,,,,,,,,,,,,RJ,,194220
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,194222,,,,,,,,,,,,,,,,,,,RJ,,194222
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194223,,,,,,,,,,,,,,,,,,,RJ,,194223
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194224,,,,,,,,,,,,,,,,,,,RJ,,194224
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194225,,,,,,,,,,,,,,,,,,,RJ,,194225
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194226,,,,,,,,,,,,,,,,,,,RJ,,194226
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194228,,,,,,,,,,,,,,,,,,,RJ,,194228
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194229,,,,,,,,,,,,,,,,,,,RJ,,194229
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194230,,,,,,,,,,,,,,,,,,,RJ,,194230
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194235,,,,,,,,,,,,,,,,,,,RJ,,194235
Fazenda,-22.433.333,-42.933.333,Amphibia,Physalaemus,Leiuperidae,Physalaemus olfersii,194237,,,,,,,,,,,,,,,,,,,RJ,,194237
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194238,,,,,,,,,,,,,,,,,,,RJ,,194238
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus eugenioi,194243,,,,,,,,,,,,,,,,,,,RJ,,194243
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus eugenioi,194244,,,,,,,,,,,,,,,,,,,RJ,,194244
Ilha De Itacuruçá,-22.940.603,-43.898.608,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus eugenioi,194246,,,,,,,,,,,,,,,,,,,RJ,,194246
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,194250,,,,,,,,,,,,,,,,,,,RJ,,194250
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,194251,,,,,,,,,,,,,,,,,,,RJ,,194251
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,194252,,,,,,,,,,,,,,,,,,,RJ,,194252
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus ocellatus,194253,,,,,,,,,,,,,,,,,,,RJ,,194253
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194254,,,,,,,,,,,,,,,,,,,RJ,,194254
Ilha De Itacuruçá,-22.942.342,-43.890.017,Amphibia,Rhinella,Bufonidae,Rhinella icterica,194255,,,,,,,,,,,,,,,,,,,RJ,,194255
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Rhinella,Bufonidae,Rhinella icterica,194256,,,,,,,,,,,,,,,,,,,RJ,,194256
Ilha De Itacuruçá,-22.941.306,-4.389.305,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194257,,,,,,,,,,,,,,,,,,,RJ,,194257
Parque Estadual Do Cunhambebe,-22.901.867,-43.866.917,Amphibia,Hylodes,Hylodidae,Hylodes asper,194260,,,,,,,,,,,,,,,,,,,RJ,,194260
Parque Estadual Do Cunhambebe,-22.901.786,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194261,,,,,,,,,,,,,,,,,,,RJ,,194261
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,194270,,,,,,,,,,,,,,,,,,,RJ,,194270
Ilha De Itacuruçá,-22.940.603,-43.898.606,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,194272,,,,,,,,,,,,,,,,,,,RJ,,194272
Ilha De Itacuruçá,-22.936.492,-43.886.022,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194273,,,,,,,,,,,,,,,,,,,RJ,,194273
Ilha De Itacuruçá,-22.941.311,-4.389.305,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194274,,,,,,,,,,,,,,,,,,,RJ,,194274
Ilha De Itacuruçá,-22.941.308,-4.389.305,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194275,,,,,,,,,,,,,,,,,,,RJ,,194275
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus eugenioi,194277,,,,,,,,,,,,,,,,,,,RJ,,194277
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus eugenioi,194278,,,,,,,,,,,,,,,,,,,RJ,,194278
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,194281,,,,,,,,,,,,,,,,,,,RJ,,194281
Parque Estadual Do Cunhambebe,-22.901.783,-43.889.756,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,194282,,,,,,,,,,,,,,,,,,,RJ,,194282
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194283,,,,,,,,,,,,,,,,,,,RJ,,194283
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194284,,,,,,,,,,,,,,,,,,,RJ,,194284
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Aplastodiscus,Hylidae,Aplastodiscus eugenioi,194285,,,,,,,,,,,,,,,,,,,RJ,,194285
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Cycloramphus,Cycloramphidae,Sem InformaÃ§Ãµes,194286,,,,,,,,,,,,,,,,,,,RJ,,194286
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,194287,,,,,,,,,,,,,,,,,,,RJ,,194287
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,194288,,,,,,,,,,,,,,,,,,,RJ,,194288
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Dendropsophus,Hylidae,Dendropsophus minutus,194289,,,,,,,,,,,,,,,,,,,RJ,,194289
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,194291,,,,,,,,,,,,,,,,,,,RJ,,194291
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Cycloramphus,Cycloramphidae,Sem InformaÃ§Ãµes,194292,,,,,,,,,,,,,,,,,,,RJ,,194292
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,194295,,,,,,,,,,,,,,,,,,,RJ,,194295
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,194296,,,,,,,,,,,,,,,,,,,RJ,,194296
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,194297,,,,,,,,,,,,,,,,,,,RJ,,194297
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema parva,194298,,,,,,,,,,,,,,,,,,,RJ,,194298
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus fuscus,194299,,,,,,,,,,,,,,,,,,,RJ,,194299
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus ocellatus,194300,,,,,,,,,,,,,,,,,,,RJ,,194300
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194301,,,,,,,,,,,,,,,,,,,RJ,,194301
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hylodes,Hylodidae,Hylodes asper,194302,,,,,,,,,,,,,,,,,,,RJ,,194302
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hylodes,Hylodidae,Hylodes asper,194303,,,,,,,,,,,,,,,,,,,RJ,,194303
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hylodes,Hylodidae,Hylodes phyllodes,194304,,,,,,,,,,,,,,,,,,,RJ,,194304
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,194305,,,,,,,,,,,,,,,,,,,RJ,,194305
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Hypsiboas,Hylidae,Hypsiboas semilineatus,194306,,,,,,,,,,,,,,,,,,,RJ,,194306
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Ischnocnema,Brachycephalidae,Ischnocnema guentheri,194307,,,,,,,,,,,,,,,,,,,RJ,,194307
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus ocellatus,194308,,,,,,,,,,,,,,,,,,,RJ,,194308
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194309,,,,,,,,,,,,,,,,,,,RJ,,194309
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194310,,,,,,,,,,,,,,,,,,,RJ,,194310
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194311,,,,,,,,,,,,,,,,,,,RJ,,194311
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194312,,,,,,,,,,,,,,,,,,,RJ,,194312
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194313,,,,,,,,,,,,,,,,,,,RJ,,194313
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194314,,,,,,,,,,,,,,,,,,,RJ,,194314
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194315,,,,,,,,,,,,,,,,,,,RJ,,194315
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Bokermannohyla,Hylidae,Bokermannohyla circumdata,194316,,,,,,,,,,,,,,,,,,,RJ,,194316
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Phasmahyla,Hylidae,Sem InformaÃ§Ãµes,194323,,,,,,,,,,,,,,,,,,,RJ,,194323
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,194324,,,,,,,,,,,,,,,,,,,RJ,,194324
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,194325,,,,,,,,,,,,,,,,,,,RJ,,194325
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194326,,,,,,,,,,,,,,,,,,,RJ,,194326
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Rhinella,Bufonidae,Rhinella ornata,194327,,,,,,,,,,,,,,,,,,,RJ,,194327
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,194331,,,,,,,,,,,,,,,,,,,RJ,,194331
Parque Estadual Do Cunhambebe,-22.901.781,-43.889.756,Amphibia,Trachycephalus,Hylidae,Trachycephalus mesophaeus,194332,,,,,,,,,,,,,,,,,,,RJ,,194332
Arredores Do Pn Tijuca,-22.959.614,-43.275.453,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,194380,,,,,,,,,,,,,,,,,,,RJ,,194380
Ilha Da Jipoia,-22.988.281,-44.413.675,Amphibia,Dendrophryniscus,Bufonidae,Dendrophryniscus brevipollicatus,195240,,,,,,,,,,,,,,,,,,,RJ,,195240
Área Proxima ao Rio Brachui,-22.914.144,-44.404.108,Amphibia,Hylodes,Hylodidae,Hylodes phyllodes,195241,,,,,,,,,,,,,,,,,,,RJ,,195241
Ilha De Itacuruçá,-22.944.008,-43.894.489,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,195250,,,,,,,,,,,,,,,,,,,RJ,,195250
Illha De Jagauanum,-22.997.744,-43.928.386,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,195256,,,,,,,,,,,,,,,,,,,RJ,,195256
Illha De Jagauanum,-23.000.589,-43.931.078,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,195257,,,,,,,,,,,,,,,,,,,RJ,,195257
Illha De Jagauanum,-229.979,-43.930.442,Amphibia,Haddadus,Craugastoridae,Haddadus binotatus,195258,,,,,,,,,,,,,,,,,,,RJ,,195258
Ilha Da Marambaia,-23.069.464,-43.965.119,Amphibia,Scinax,Hylidae,Scinax cuspidatus,195261,,,,,,,,,,,,,,,,,,,RJ,,195261
Ilha Da Jipoia,-22.988.517,-44.414.142,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,195263,,,,,,,,,,,,,,,,,,,RJ,,195263
Ilha Da Jipoia,-22.987.825,-44.413.808,Amphibia,Leptodactylus,Leptodactylidae,Leptodactylus marmoratus,195264,,,,,,,,,,,,,,,,,,,RJ,,195264
Área Proxima ao Rio Brachui,-22.913.908,-44.399.625,Amphibia,Rhinella,Bufonidae,Rhinella crucifer,195265,,,,,,,,,,,,,,,,,,,RJ,,195265
Área Proxima ao Rio Brachui,-2.291.865,-44.430.967,Amphibia,Trachycephalus,Hylidae,Trachycephalus mesophaeus,195266,,,,,,,,,,,,,,,,,,,RJ,,195266
Ilha De Itacuruçá,-22.941.161,-43.890.953,Amphibia,Scinax,Hylidae,Scinax cuspidatus,195269,,,,,,,,,,,,,,,,,,,RJ,,195269
Ilha De Itacuruçá,-22.943.692,-43.895.958,Amphibia,Rhinella,Bufonidae,Rhinella ornata,195270,,,,,,,,,,,,,,,,,,,RJ,,195270
Ilha De Itacuruçá,-22.943.375,-43.895.064,Amphibia,Rhinella,Bufonidae,Rhinella icterica,195271,,,,,,,,,,,,,,,,,,,RJ,,195271
Ilha De Itacuruçá,-22.947.486,-43.898.814,Amphibia,Thoropa,Cycloramphidae,Thoropa miliaris,195275,,,,,,,,,,,,,,,,,,,RJ,,195275
Ilha De Itacuruçá,-22.942.425,-43.893.708,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,195327,,,,,,,,,,,,,,,,,,,RJ,,195327
Área Proxima ao Rio Brachui,-22.928.667,-44.448.858,Amphibia,Cycloramphus,Cycloramphidae,Sem InformaÃ§Ãµes,195342,,,,,,,,,,,,,,,,,,,RJ,,195342
Ilha De Itacuruçá,-22.939.581,-43.885.558,Amphibia,Scinax,Hylidae,Scinax trapicheiroi,195346,,,,,,,,,,,,,,,,,,,RJ,,195346
Ilha De Itacuruçá,-22.945.272,-43.894.594,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,195347,,,,,,,,,,,,,,,,,,,RJ,,195347
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,170180,,,,,,,,,,,,,,,,,,,RJ,,170180
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Arcovomer,Microhylidae,Arcovomer passarellii,170181,,,,,,,,,,,,,,,,,,,RJ,,170181
Parque Estadual Da Costa Do Sol,-22.945.975,-42.096.236,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,170195,,,,,,,,,,,,,,,,,,,RJ,,170195
Parque Estadual Da Costa Do Sol,-22.945.975,-42.096.236,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,170197,,,,,,,,,,,,,,,,,,,RJ,,170197
Parque Estadual Da Costa Do Sol,-22.945.975,-42.096.236,Amphibia,Scinax,Hylidae,Scinax alter,170199,,,,,,,,,,,,,,,,,,,RJ,,170199
Parque Estadual Da Costa Do Sol,-22.948.611,-42.039.175,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,170201,,,,,,,,,,,,,,,,,,,RJ,,170201
Parque Estadual Da Costa Do Sol,-22.948.611,-42.039.175,Amphibia,Dendropsophus,Hylidae,Dendropsophus oliveirai,170202,,,,,,,,,,,,,,,,,,,RJ,,170202
Parque Estadual Da Costa Do Sol,-22.948.611,-42.039.175,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,170203,,,,,,,,,,,,,,,,,,,RJ,,170203
Parque Estadual Da Costa Do Sol,-22.948.611,-42.039.175,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,170205,,,,,,,,,,,,,,,,,,,RJ,,170205
Parque Estadual Da Costa Do Sol,-22.948.611,-42.039.175,Amphibia,Scinax,Hylidae,Scinax alter,170206,,,,,,,,,,,,,,,,,,,RJ,,170206
Parque Estadual Da Costa Do Sol,-22.948.611,-42.039.175,Amphibia,Scinax,Hylidae,Scinax similis,170207,,,,,,,,,,,,,,,,,,,RJ,,170207
Parque Estadual Da Costa Do Sol,-22.948.608,-42.039.175,Amphibia,Scinax,Hylidae,Scinax x-signatus,170208,,,,,,,,,,,,,,,,,,,RJ,,170208
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Dendropsophus,Hylidae,Dendropsophus oliveirai,170822,,,,,,,,,,,,,,,,,,,RJ,,170822
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,170823,,,,,,,,,,,,,,,,,,,RJ,,170823
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,170824,,,,,,,,,,,,,,,,,,,RJ,,170824
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,170825,,,,,,,,,,,,,,,,,,,RJ,,170825
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Dendropsophus,Hylidae,Dendropsophus elegans,170826,,,,,,,,,,,,,,,,,,,RJ,,170826
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Dendropsophus,Hylidae,Dendropsophus pseudomeridianus,170827,,,,,,,,,,,,,,,,,,,RJ,,170827
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Hypsiboas,Hylidae,Hypsiboas faber,170828,,,,,,,,,,,,,,,,,,,RJ,,170828
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Phyllomedusa,Hylidae,Phyllomedusa rohdei,170829,,,,,,,,,,,,,,,,,,,RJ,,170829
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Scinax,Hylidae,Scinax x-signatus,170830,,,,,,,,,,,,,,,,,,,RJ,,170830
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Scinax,Hylidae,Scinax cuspidatus,170831,,,,,,,,,,,,,,,,,,,RJ,,170831
Parque Estadual Da Costa Do Sol,-22.807.756,-41.955.708,Amphibia,Sphaenorhynchus,Hylidae,Sphaenorhynchus planicola,170832,,,,,,,,,,,,,,,,,,,RJ,,170832
Parque Estadual Da Costa Do Sol,-22.763.336,-41.875.039,Amphibia,Trachycephalus,Hylidae,Trachycephalus nigromaculatus,170833,,,,,,,,,,,,,,,,,,,RJ,,170833
Parque Estadual Da Costa Do Sol,-22.763.336,-41.875.039,Amphibia,Xenohyla,Hylidae,Xenohyla truncata,170834,,,,,,,,,,,,,,,,,,,RJ,,170834
Parque Estadual Da Costa Do Sol,-22.755.894,-41.901.164,Amphibia,Scinax,Hylidae,Scinax littoreus,170836,,,,,,,,,,,,,,,,,,,RJ,,170836
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,170874,,,,,,,,,,,,,,,,,,,RJ,,170874
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Arcovomer,Microhylidae,Arcovomer passarellii,170875,,,,,,,,,,,,,,,,,,,RJ,,170875
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Dendropsophus,Hylidae,Dendropsophus oliveirai,170876,,,,,,,,,,,,,,,,,,,RJ,,170876
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Dendropsophus,Hylidae,Dendropsophus anceps,170877,,,,,,,,,,,,,,,,,,,RJ,,170877
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Dendropsophus,Hylidae,Dendropsophus bipunctatus,170878,,,,,,,,,,,,,,,,,,,RJ,,170878
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,170879,,,,,,,,,,,,,,,,,,,RJ,,170879
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Dendropsophus,Hylidae,Dendropsophus oliveirai,170880,,,,,,,,,,,,,,,,,,,RJ,,170880
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,170881,,,,,,,,,,,,,,,,,,,RJ,,170881
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Scinax,Hylidae,Scinax alter,170922,,,,,,,,,,,,,,,,,,,RJ,,170922
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Scinax,Hylidae,Scinax x-signatus,170923,,,,,,,,,,,,,,,,,,,RJ,,170923
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Scinax,Hylidae,Scinax similis,170925,,,,,,,,,,,,,,,,,,,RJ,,170925
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Aparasphenodon,Hylidae,Aparasphenodon brunoi,170927,,,,,,,,,,,,,,,,,,,RJ,,170927
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Dendropsophus,Hylidae,Dendropsophus decipiens,170928,,,,,,,,,,,,,,,,,,,RJ,,170928
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Hypsiboas,Hylidae,Hypsiboas albomarginatus,170930,,,,,,,,,,,,,,,,,,,RJ,,170930
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Phyllomedusa,Hylidae,Phyllomedusa rohdei,170931,,,,,,,,,,,,,,,,,,,RJ,,170931
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Scinax,Hylidae,Scinax alter,170932,,,,,,,,,,,,,,,,,,,RJ,,170932
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Scinax,Hylidae,Scinax perpusillus,170933,,,,,,,,,,,,,,,,,,,RJ,,170933
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Scinax,Hylidae,Scinax littoreus,170934,,,,,,,,,,,,,,,,,,,RJ,,170934
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Scinax,Hylidae,Scinax similis,170935,,,,,,,,,,,,,,,,,,,RJ,,170935
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Scinax,Hylidae,Scinax x-signatus,170936,,,,,,,,,,,,,,,,,,,RJ,,170936
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Trachycephalus,Hylidae,Trachycephalus nigromaculatus,170937,,,,,,,,,,,,,,,,,,,RJ,,170937
Parque Estadual Da Costa Do Sol,-22.865.203,-41.984.936,Amphibia,Xenohyla,Hylidae,Xenohyla truncata,170939,,,,,,,,,,,,,,,,,,,RJ,,170939
Parque Estadual Da Costa Do Sol,-22.909.844,-42.034.181,Amphibia,Dendropsophus,Hylidae,Dendropsophus pseudomeridianus,170940,,,,,,,,,,,,,,,,,,,RJ,,170940
"Triunfo, 2 Distrito Municipio Santa Maria Madalena",-22.033.531,-41.948.008,Amphibia,Sem InformaÃ§Ãµes,Bufonidae,Sem InformaÃ§Ãµes,191859,,,,,,,,,,,,,,,,,,,RJ,,191859
Parque Estadual Da Ilha Grande (Peig),-23.184.167,-44.196.111,Amphibia,Chiasmocleis,Microhylidae,Sem InformaÃ§Ãµes,160989,,,,,,,,,,,,,,,,,,,RJ,,160989
Parque Estadual Da Ilha Grande (Peig),-23.184.167,-44.196.111,Amphibia,Chiasmocleis,Microhylidae,Sem InformaÃ§Ãµes,160990,,,,,,,,,,,,,,,,,,,RJ,,160990
Parque Estadual Da Ilha Grande (Peig),-23.184.167,-44.196.111,Amphibia,Chiasmocleis,Microhylidae,Sem InformaÃ§Ãµes,160991,,,,,,,,,,,,,,,,,,,RJ,,160991
Parque Estadual Da Ilha Grande (Peig),-23.184.167,-44.196.111,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,160992,,,,,,,,,,,,,,,,,,,RJ,,160992
Parque Estadual Da Ilha Grande (Peig),-23.180.833,-44.183.889,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,160993,,,,,,,,,,,,,,,,,,,RJ,,160993
Parque Estadual Da Ilha Grande (Peig),-23.180.833,-44.183.889,Amphibia,Physalaemus,Leiuperidae,Physalaemus signifer,160994,,,,,,,,,,,,,,,,,,,RJ,,160994
